Egg_ID,ID,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,yolk,temp,mortality,liz_status,season,date_egg_laid_(day/m/year)),date_egg_laid_(year/m/day),hatch_date_(year/m/day),Hatch_data_(day/m/year),egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,X.reduction,hatch_mass,hatch_svl,hatch_tl,hatch_total,death_date,notes
EG247_20,LG247_20,"""0(12)00""",Box 1.24,,CL072_20,E006_M,,E015_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,8/11/2020,20/11/2008,20/12/1931,,0.173,8.92,5.94,NA,NA,0.158,19.594,23.37,42.964,,
EG248_20,LG248_20,"""0014""",Box 1.28,f,CL072_20,E006_M,,E057_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,8/11/2020,20/11/2008,20/12/2029,,0.176,8.66,5.91,0.156,0.113636364,0.126,19.029,19.42,38.449,,
EG249_20,LG249_20,"""(All)004""",Box 1.23,f,CL072_20,E006_M,NA,E006_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,8/11/2020,20/11/2008,20/12/2010,,0.189,9.28,6.12,0.16,0.153439153,0.136,20.171,22.912,43.083,,
EG250_20,NA,,,,CL073_20,E052_M,,,guichenoti,C-23,C,23,1,DEAD,2020/21,9/11/2020,20/11/2009,,,0.209,9.04,6.44,NA,NA,,,,,27/11/2020,egg die 27/11/2020
EG251_20,NA,,,,CL073_20,E052_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,9/11/2020,20/11/2009,,,0.205,9.12,6.34,0.178,0.131707317,,,,,30/11/2020,egg die 30/11/2020
EG252_20,LG252_20,"""0005""",Box 1.25,f,CL074_20,E053_M,,E030_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,9/11/2020,20/11/2009,21/1/2001,,0.176,9.77,5.35,NA,NA,0.183,,,,,
EG253_20,LG253_20,"""5002""",Box 1.26,,CL074_20,E053_M,,E035_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,9/11/2020,20/11/2009,21/1/2001,,0.175,10.07,5.46,0.156,0.108571429,0.159,,,,,
EG254_20,LG254_20,"""0055""",Box 1.26,,CL075_20,E055_M,,E032_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,9/11/2020,20/11/2009,21/1/2002,,0.146,8.98,5.51,NA,NA,0.135,17.955,22.279,40.234,,
EG255_20,LG255_20,,Box 1.23,,CL075_20,E055_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,9/11/2020,20/11/2009,21/1/2002,,0.143,8.7,5.43,0.127,0.111888112,0.118,17.785,22.559,40.344,9/1/2021,died 9/1/21
EG256_20,LD256_20,"""4100""",Box 1.26,f,Cl076_20,E047_M,,E050_F120,delicata,C-23,C,23,0,ALIVE,2020/21,9/11/2020,20/11/2009,20/12/2027,,0.139,8.66,5.3,NA,NA,0.096,19.237,21.449,40.686,,
EG257_20,LD257_20,"""3033""",Box 1.24,,Cl076_20,E047_M,,E016_M,delicata,A-23,A,23,0,ALIVE,2020/21,9/11/2020,20/11/2009,20/12/2028,,0.121,8.42,4.94,0.105,0.132231405,0.104,,,,,a bit watery
EG258_20,LD258_20,"""2010""",Box 1.23,,Cl076_20,E047_M,,E008_F120,delicata,A-28,A,28,0,ALIVE,2020/21,9/11/2020,20/11/2009,20/12/2008,,0.124,8.98,4.91,0.103,0.169354839,0.091,18.23,23.082,41.312,,
EG259_20,LD259_20,"""5001""",Box 1.27,f,CL077_20,E049_M,,E045_F120,delicata,C-23,C,23,0,ALIVE,2020/21,9/11/2020,20/11/2009,20/12/2028,,0.134,8.46,5.2,NA,NA,0.116,,,,,
EG260_20,NA,,,,CL077_20,E049_M,,,delicata,A-23,A,23,1,DEAD,2020/21,9/11/2020,20/11/2009,,,0.133,8.72,5.16,0.117,0.120300752,,,,,18/11/2020,egg die 18/11
EG261_20,NA,,,,CL077_20,E049_M,,,delicata,A-28,A,28,1,DEAD,2020/21,9/11/2020,20/11/2009,,,0.135,8.7,5.28,0.122,0.096296296,,,,,14/11/2020,egg die 14/11
EG262_20,LD262_20,"""0051""",Box 1.26,f,CL077_20,E049_M,,E042_F120,delicata,C-28,C,28,0,ALIVE,2020/21,9/11/2020,20/11/2009,20/12/2009,,0.131,8.47,5.16,NA,NA,0.113,18.672,25.79,44.462,,
EG263_20,LD263_20,"""(All)10(35)""",Box 1.24,f,CL078_20,E012_M,,E013_F120,delicata,C-28,C,28,0,ALIVE,2020/21,10/11/2020,20/11/2010,20/12/2012,,0.167,10.13,5.33,NA,NA,0.128,17.967,26.803,44.77,,
EG264_20,LD264_20,"""0(24)41""",Box 1.25,f,CL078_20,E012_M,,E025_F120,delicata,A-28,A,28,0,DEAD,2020/21,10/11/2020,20/11/2010,20/12/2011,,0.167,9.41,5.67,0.145,0.131736527,0.118,18.337,23.742,42.079,25/11/2022,
EG265_20,LD265_20,"""3033""",Box 1.26,m,CL078_20,E012_M,,E044_F120,delicata,A-23,A,23,0,ALIVE,2020/21,10/11/2020,20/11/2010,20/12/1931,,0.168,10.24,5.4,0.149,0.113095238,0.127,19.101,25.938,45.039,,a bit watery
EG266_20,LD266_20,"""3300""",Box 1.26,,CL079_20,E031_M,,E038_F120,delicata,C-28,C,28,0,ALIVE,2020/21,10/11/2020,20/11/2010,20/12/2010,,0.165,8.15,6.11,NA,NA,0.13,18.809,25.861,44.67,,
EG267_20,LD267_20,"""0015""",Box 1.27,f,CL079_20,E031_M,,E046_F120,delicata,A-28,A,28,0,ALIVE,2020/21,10/11/2020,20/11/2010,20/12/2009,,0.15,8.18,5.77,0.131,0.126666667,0.101,18.683,22.35,41.033,,
EG268_20,LD268_20,"""0053""",Box 1.27,m,CL079_20,E031_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,10/11/2020,20/11/2010,20/12/2028,,0.154,8.53,5.8,0.134,0.12987013,0.109,,,,,
EG269_20,LD269_20,"""0431""",Box 1.24,m,CL079_20,E031_M,,E010_F120,delicata,C-23,C,23,0,ALIVE,2020/21,10/11/2020,20/11/2010,20/12/2028,,0.167,8.46,5.88,NA,NA,0.134,,,,,
EG270_20,LD270_20,"""303(13)""",Box 1.27,f,CL080_20,E028_M,,E043_F120,delicata,A-28,A,28,0,ALIVE,2020/21,10/11/2020,20/11/2010,20/12/2008,,0.211,9.14,6.52,0.179,0.151658768,0.107,18.23,25.057,43.287,,
EG271_20,LD271_20,"""3002""",Box 1.27,f,CL080_20,E028_M,,E045_F120,delicata,C-28,C,28,0,ALIVE,2020/21,10/11/2020,20/11/2010,20/12/2008,,0.224,9.3,6.68,NA,NA,0.127,17.198,25.94,43.138,,
EG272_20,LG272_20,"""0504""",Box 1.25,,CL081_20,E052_M,,E023_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2013,,0.134,9.02,4.96,NA,NA,0.125,18.666,27.849,46.515,,
EG273_20,NA,,,,CL081_20,E052_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,11/11/2020,20/11/2011,,,0.134,8.52,5.39,0.119,0.111940299,,,,,18/11/2020,egg die 18/11
EG274_20,LG274_20,"""4020""",Box 1.25,,CL081_20,E052_M,,E028_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2012,,0.143,8.42,5.45,0.125,0.125874126,0.113,18.151,23.868,42.019,,a bit watery
EG275_20,LG275_20,"""0005""",Box 1.28,f,CL082_20,E051_M,,E055_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2011,,0.18,8.87,6.04,NA,NA,0.141,20.091,28.325,48.416,,
EG276_20,LG276_20,"""1005""",Box 1.25,m,CL082_20,E051_M,,E030_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2011,,0.18,9.07,6.03,0.154,0.144444444,0.122,18.974,24.838,43.812,,
EG277_20,LD277_20,"""4003""",,m,CL083_20,E049_M,,E049_F120,delicata,C-28,C,28,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2011,,0.125,8.67,4.98,NA,NA,0.105,17.772,23.169,40.941,,
EG278_20,NA,,,,CL083_20,E049_M,,,delicata,A-28,A,28,1,DEAD,2020/21,11/11/2020,20/11/2011,,,0.127,8.97,5.05,0.117,0.078740157,,,,,18/12/2020,a bit watery; Egg died 18/12/20; embryo
EG279_20,NA,,,,CL083_20,E049_M,,,delicata,A-23,A,23,1,DEAD,2020/21,11/11/2020,20/11/2011,,,0.128,8.64,5.15,0.108,0.15625,,,,,18/12/2020,egg die 18/11
EG280_20,LD280_20,"""3003""",Box 1.24,f,CL084_20,E048_M,,E014_F120,delicata,C-28,C,28,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2011,,0.13,8.39,5.2,NA,NA,0.098,17.796,23.637,41.433,,"photo with LG, not LD"
EG281_20,LD281_20,"""3040""",Box 1.25,,CL084_20,E048_M,,E025_F120,delicata,A-28,A,28,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2011,,0.124,8.17,5.23,0.104,0.161290323,0.094,17.758,20.583,38.341,,
EG282_20,LD282_20,"""2005""",Box 1.24,f,CL084_20,E048_M,,E019_F120,delicata,A-23,A,23,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2029,,0.127,8.51,5.27,0.106,0.165354331,0.093,17.119,21.215,38.334,,
EG283_20,LD283_20,"""5400""",Box 1.25,,CL084_20,E048_M,,E025_F120,delicata,C-23,C,23,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2029,,0.129,8.06,5.35,NA,NA,0.101,17.278,23.311,40.589,,
EG284_20,LD284_20,"""0050""",Box 1.27,f,CL085_20,E067_M,,E048_F120,delicata,C-23,C,23,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2029,,0.146,8.76,5.63,NA,NA,0.114,17.601,21.967,39.568,,
EG285_20,NA,,,,CL085_20,E067_M,,,delicata,A-23,A,23,1,DEAD,2020/21,11/11/2020,20/11/2011,,,0.128,8.23,5.3,0.11,0.140625,,,,,24/11/2020,egg die 24/11
EG286_20,LD286_20,"""4500""",Box 1.26,m,CL085_20,E067_M,,E048_F120,delicata,A-28,A,28,0,ALIVE,2020/21,11/11/2020,20/11/2011,20/12/2011,,0.128,8.22,5.3,0.109,0.1484375,0.081,17.76,22.6,40.36,,
EG287_20,LD287_20,"""1203""",Box 1.23,f,CL086_20,E011_M,,E010_F120,delicata,C-23,C,23,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/2024,,0.185,8.2,6.21,NA,#DIV/0!,0.102,18.378,22.603,40.981,,
EG288_20,LD288_20,,Box 1.22,,CL086_20,E011_M,,,delicata,A-23,A,23,1,DEAD,2020/21,12/11/2020,20/11/2012,20/12/2024,,0.199,7.81,6.65,0.174,0.125628141,0.119,17.389,23.652,41.041,28/12/2020,a bit watery; baby died 28/12
EG289_20,LD289_20,"""3032""",Box1.26,f,CL086_20,E011_M,,E038_F120,delicata,A-28,A,28,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/2008,,0.192,8.56,6.36,0.172,0.104166667,0.114,18.995,24.694,43.689,,a bit watery
EG290_20,LD290_20,"""4300""",Box 1.24,f,CL086_20,E011_M,,E010_F120,delicata,C-28,C,28,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/2008,,0.19,9.28,6.1,NA,NA,0.116,18.432,25.478,43.91,,
EG291_20,LD291_20,"""0022""",Box 1.24,f,CL087_20,E008_M,,E025_F120,delicata,C-23,C,23,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/1930,,0.157,9.1,5.46,NA,NA,0.141,18.901,25.878,44.779,,
EG292_20,LD292_20,"""3001""",Box 1.25,m,CL087_20,E008_M,,E025_F120,delicata,A-23,A,23,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/1930,,0.157,8.77,5.64,0.137,0.127388535,0.118,18.077,25.496,43.573,,
EG293_20,LD293_20,"""5030""",Box 1.28,m,CL087_20,E008_M,,E052_F120,delicata,A-28,A,28,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/2011,,0.141,8.73,5.38,0.122,0.134751773,0.113,18.066,23.988,42.054,,"photo with LG, not LD"
EG294_20,LD294_20,"""004(14)""",Box 1.24,f,CL087_20,E008_M,,E014_F120,delicata,C-28,C,28,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/2012,,0.16,9.11,5.39,NA,NA,0.131,19.436,24.554,43.99,,
EG295_20,LG295_20,"""0(234)00""",Box 1.26,f,CL088_20,E005_M,,E031_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/2015,,0.142,7.35,5.85,NA,NA,0.112,18.583,23.946,42.529,,
EG296_20,LG296_20,"""4110""",Box 1.24,,CL088_20,E005_M,,E015_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,12/11/2020,20/11/2012,20/12/2015,,0.153,8.21,5.78,0.13,0.150326797,0.107,18.493,21.905,40.398,,
EG297_20,LG297_20,"""(All)(All)*2""",Box 1.25,f,CL089_20,E050_M,,E021_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/2013,,0.24,9.56,6.75,NA,NA,0.184,20.595,27.815,48.41,,
EG298_20,NA,,,,CL089_20,E050_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,13/11/2020,20/11/2013,,,0.233,9.62,6.67,0.209,0.103004292,,,,,12/12/2020,egg died 12/12/20
EG299_20,LG299_20,"""4040""",Box 1.28,f,CL089_20,E050_M,,E056_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/2013,,0.241,10.16,6.7,0.212,0.12033195,0.167,20.079,26.587,46.666,,
EG300_20,LG300_20,"""3032""",Box 1.24,f,CL090_20,E050_M,,E012_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/2016,,0.167,8.84,5.84,NA,NA,0.135,19.02,25.289,44.309,,
EG301_20,LG301_20,"""3200""",Box 1.28,f,CL090_20,E050_M,,E056_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,13/11/2020,20/11/2013,21/1/2006,,0.148,8.5,5.63,0.13,0.121621622,0.121,18.169,24.726,42.895,,
EG302_20,NA,,,,CL090_20,E050_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,13/11/2020,20/11/2013,,,0.171,8.71,6.11,0.148,0.134502924,,,,,30/11/2020,egg die 30/11/2020
EG303_20,LG303_20,"""1430""",Box 1.26,f,CL091_20,E054_M,,E0.,guichenoti,C-28,C,28,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/2013,,0.197,9.06,6.38,NA,NA,0.138,18.807,26.45,45.257,,
EG304_20,LG304_20,"""0330""",Box 1.24,m,CL091_20,E054_M,,E068,guichenoti,A-28,A,28,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/2012,,0.198,9.05,6.3,0.172,0.131313131,0.121,18.535,23.426,41.961,,
EG305_20,LG305_20,"""2300""",Box 1.25,,CL092_20,E052_M,,E023_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,13/11/2020,20/11/2013,21/1/2003,,0.165,8.91,5.69,NA,NA,0.147,18.247,25.2,43.447,,
EG306_20,LG306_20,"""1122""",Box 1.24,f,CL092_20,E052_M,,E016_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/2014,,0.172,8.86,5.8,NA,NA,0.153,20.203,27.177,47.38,,
EG307_20,LG307_20,"""(45)010""",Box 1.25,f,CL092_20,E052_M,,E026_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,13/11/2020,20/11/2013,21/1/2003,,0.176,8.89,5.97,0.152,0.136363636,0.137,19.085,25.311,44.396,,
EG308_20,NA,,,,CL092_20,E052_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,13/11/2020,20/11/2013,,,0.183,9.08,6.06,0.161,0.120218579,,,,,5/1/2021,egg died 5/1/21
EG309_20,NA,,,,CL092_20,E052_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,13/11/2020,20/11/2013,,,0.173,9.02,5.66,0.16,0.075144509,,,,,18/11/2020,egg die 18/11
EG310_20,LD310_20,"""010(12)""",Box 1.27,,CL093_20,E046_M,,E045_F120,delicata,C-23,C,23,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/1930,,0.148,8.27,5.57,NA,NA,0.125,18.009,23.718,41.727,,
EG311_20,LD311_20,"""*050""",Box 1.24,m,CL093_20,E046_M,,E020_F120,delicata,A-23,A,23,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/1931,,0.122,7.78,5.11,0.108,0.114754098,0.11,17.717,23.573,41.29,,
EG312_20,LD312_20,"""3004""",Box 1.25,m,CL093_20,E046_M,,E061,delicata,A-28,A,28,0,ALIVE,2020/21,13/11/2020,20/11/2013,20/12/2013,,0.13,8.45,5.03,0.114,0.123076923,0.092,17.876,22.856,40.732,,
EG313_20,LG313_20,"""0140""",Box 1.24,f,CL094_20,E001_M,,E057_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,14/11/2020,20/11/2014,21/1/2003,,0.161,8.03,5.98,NA,NA,0.117,18.996,22.293,41.289,,
EG314_20,LG314_20,"""0340""",Box 1.25,,CL094_20,E001_M,,E026_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,14/11/2020,20/11/2014,21/1/2003,,0.164,8.72,5.78,0.144,0.12195122,0.101,17.903,21.327,39.23,,
EG315_20,LG315_20,"""2002""",Box 1.24,f,CL094_20,E001_M,,E015_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,14/11/2020,20/11/2014,20/12/2015,,0.171,8.58,6.04,0.149,0.128654971,0.106,18.054,23.857,41.911,,"photo with LD, not LG"
EG316_20,LG316_20,"""(2345)45(245)""",Box 1.25,f,CL095_20,E054_M,NA,E030_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2019,,0.166,8.71,5.68,0.146,0.120481928,0.122,18.277,26.42,44.697,,
EG317_20,LG317_20,"""5010""",Box 1.25,,CL095_20,E054_M,,E023_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2007,,0.167,9.13,5.55,NA,NA,0.131,18.892,26.504,45.396,,
EG318_20,LG318_20,"""1020""",Box 1.24,m,CL095_20,E054_M,,E016_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2017,,0.178,8.46,6.12,NA,NA,0.133,18.643,24.51,43.153,,
EG319_20,LG319_20,"""2040""",Box 1.28,m,CL095_20,E054_M,,E060_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2004,,0.172,8.6,6.11,0.152,0.11627907,0.126,19.791,24.656,44.447,,
EG320_20,LG320_20,"""(34)310""",Box 1.23,m,CL095_20,E054_M,NA,E065,guichenoti,A-28,A,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2019,,0.185,8.85,6.01,0.161,0.12972973,0.109,17.406,23.187,40.593,,
EG321_20,LG321_20,"""4000""",Box 1.25,,CL095_20,E054_M,,E023_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2007,,0.123,8.08,5.07,NA,NA,0.116,17.64,22.712,40.352,,
EG322_20,LG322_20,"""0421""",Box 1.24,f,CL095_20,E054_M,,E068,guichenoti,C-28,C,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2018,,0.126,8.35,5.01,NA,NA,0.121,18.046,23.491,41.537,,
EG323_20,LG323_20,"""(All)204""",Box 1.26,m,CL095_20,E054_M,,E0.,guichenoti,A-23,A,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2005,,0.128,8.57,5.05,0.111,0.1328125,0.102,18.726,23.601,42.327,,
EG324_20,LG324_20,"""4331""",Box 1.23,m,CL096_20,E053_M,,E065,guichenoti,A-28,A,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2018,,0.135,8.04,5.45,0.118,0.125925926,0.116,18.832,23.921,42.753,,
EG325_20,LG325_20,"""0005""",Box 1.25,,CL096_20,E053_M,,E023_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2006,,0.132,8.18,5.27,NA,NA,0.128,20.286,23.607,43.893,,
EG326_20,LG326_20,,,,CL096_20,E053_M,NA,,guichenoti,C-28,C,28,1,DEAD,2020/21,16/11/2020,20/11/2016,20/12/2019,,0.158,8.42,5.87,NA,NA,0.133,18.904,NA,NA,20/1/2021,"died 20/1/21, tail tip is invisible"
EG327_20,NA,,,,CL096_20,E053_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,16/11/2020,20/11/2016,,,0.156,8.68,5.46,0.135,0.134615385,,,,,16/1/2021,"died, full embryo 16 Jan 2021"
EG328_20,LG328_20,"""0530""",Box 1.26,m,CL096_20,E053_M,,E031_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2007,,0.132,8.19,5.33,0.116,0.121212121,0.123,18.576,24.002,42.578,,
EG329_20,LG329_20,,Box 1.23,,CL096_20,E053_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,16/11/2020,20/11/2016,20/12/2018,,0.164,8.96,5.56,0.143,0.12804878,0.087,17.217,17.068,34.285,11/1/2021,"die 11/01/2021, tissue Box 1.23"
EG330_20,LD330_20,"""1500""",Box 1.27,m,CL097_20,E047_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2016,,0.103,8.52,4.6,0.093,0.097087379,0.077,15.794,22.472,38.266,,
EG331_20,LD331_20,"""3300""",Box 1.28,f,CL097_20,E047_M,,E033_F120,delicata,C-23,C,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2001,,0.11,8.43,4.62,NA,NA,0.092,,,,,
EG332_20,LD332_20,"""5000""",Box 1.24,f,CL097_20,E047_M,,E020_F120,delicata,C-28,C,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2015,,0.104,7.7,4.88,NA,NA,0.089,17.386,20.923,38.309,,
EG333_20,LD333_20,"""(345)304""",Box 1.25,m,CL097_20,E047_M,,E029_F120,delicata,A-23,A,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2002,,0.101,8.21,4.57,0.087,0.138613861,0.083,15.855,20.291,36.146,,
EG334_20,LD334_20,"""2030""",Box 1.27,m,CL098_20,E067_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2015,,0.116,8.15,5.05,0.101,0.129310345,0.089,17.419,19.213,36.632,,
EG335_20,LD335_20,"""0040",Box 1.26,f,CL098_20,E067_M,,E036_F120,delicata,C-23,C,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2002,,0.113,8.17,4.95,NA,NA,0.103,17.501,24.019,41.52,,
EG336_20,LD336_20,"""5002""",Box 1.25,m,CL098_20,E067_M,,E063,delicata,C-28,C,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2014,,0.11,7.92,4.88,NA,NA,0.096,16.482,21.516,37.998,,
EG337_20,LD337_20,,Box 1.23,,CL098_20,E067_M,,,delicata,A-23,A,23,1,DEAD,2020/21,16/11/2020,20/11/2016,21/1/2002,,0.112,8.53,4.9,0.098,0.125,0.096,18.116,20.984,39.1,10/1/2021,Died 10/01/21
EG338_20,LG338_20,"""1004""",Box 1.28,f,CL099_20,E056_M,,E058_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2018,,0.211,8.81,6.69,0.183,0.132701422,0.156,18.966,25.865,44.831,,a bit watery
EG339_20,LG339_20,"""5020""",Box 1.23,"""5000""",CL099_20,E056_M,,E055_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,21/1/2004,,0.25,9.14,7.14,NA,NA,0.181,21.565,28.366,49.931,24/1/2021,lost tail 24/01
EG340_20,LG340_20,"""0130""",Box 1.27,f,CL099_20,E056_M,,E054_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2018,,0.266,9.22,7.4,NA,NA,0.201,21.71,30.736,52.446,,
EG341_20,LG341_20,"""1003""",Box 1.25,,CL099_20,E056_M,,E028_F120,guichenoti,A-23,A,23,1,MISSING,2020/21,16/11/2020,20/11/2016,21/1/2003,,0.206,8.56,6.6,0.181,0.121359223,0.144,19.338,25.992,45.33,,
EG342_20,LD342_20,"""502(45)""",Box 1.24,m,CL100_20,E048_M,,E013_F120,delicata,C-23,C,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2027,,0.169,8.41,5.99,NA,NA,0.13,18.793,24.854,43.647,,
EG343_20,LD343_20,"""0305""",Box 1.26,f,CL100_20,E048_M,,E042_F120,delicata,A-23,A,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/1931,,0.162,8.78,5.7,0.148,0.086419753,0.123,18.498,26.495,44.993,,a bit watery
EG344_20,LD344_20,"""1010""",Box 1.27,f,CL100_20,E048_M,,E047_F120,delicata,A-28,A,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2014,,0.169,8.67,6.1,0.152,0.100591716,0.135,18.977,25.417,44.394,,a bit watery
EG345_20,LD345_20,"""0023""",Box 1.25,f,CL101_20,E046_M,,E029_F120,delicata,C-23,C,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/1931,,0.138,8.12,5.56,NA,NA,0.107,17.88,22.921,40.801,,
EG346_20,LD346_20,"""0035""",Box 1.27,m,CL101_20,E046_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/1931,,0.132,8.3,5.35,0.112,0.151515152,0.084,16.52,18.93,35.45,,
EG347_20,LD347_20,"""0503""",Box 1.27,f,CL101_20,E046_M,,E047_F120,delicata,A-28,A,28,0,ALIVE,2020/21,16/11/2020,20/11/2016,20/12/2014,,0.141,8.48,5.59,0.12,0.14893617,0.087,17.307,20.626,37.933,,
EG348_20,LD348_20,"""0303""",Box 1.26,f,CL102_20,E016_M,,E050_F120,delicata,C-28,C,28,0,ALIVE,2020/21,17/11/2020,20/11/2017,20/12/2018,,0.133,7.7,5.72,NA,NA,0.099,17.614,21.022,38.636,,
EG349_20,LD349_20,"""2005""",Box 1.25,f,CL102_20,E016_M,,E027_F120,delicata,C-23,C,23,0,ALIVE,2020/21,17/11/2020,20/11/2017,21/1/2003,,0.121,7.24,5.56,NA,NA,0.092,17.88,22.698,40.578,,
EG350_20,LD350_20,"""5000""",Box 1.26,,CL102_20,E016_M,,E038_F120,delicata,A-23,A,23,0,ALIVE,2020/21,17/11/2020,20/11/2017,21/1/2004,,0.126,7.44,5.7,0.111,0.119047619,0.089,18.04,19.64,37.68,,
EG351_20,LD351_20,"""3100""",Box 1.26,f,CL102_20,E016_M,,E044_F120,delicata,A-23,A,23,0,ALIVE,2020/21,17/11/2020,20/11/2017,21/1/2002,,0.118,7.73,5.44,0.102,0.13559322,0.087,15.925,18.062,33.987,,
EG352_20,LD352_20,,Box 1.23,,CL102_20,E016_M,,,delicata,A-28,A,28,1,DEAD,2020/21,17/11/2020,20/11/2017,20/12/2017,,0.116,7.91,5.29,0.097,0.163793103,0.076,16.562,19.415,35.977,12/1/2021,Died as baby 12/1/21
EG353_20,LD353_20,"""2303""",Box 1.25,f,CL103_20,E031_M,,E029_F120,delicata,C-28,C,28,0,ALIVE,2020/21,17/11/2020,20/11/2017,20/12/2017,,0.152,7.68,5.82,NA,NA,0.104,16.95,23.672,40.622,,
